ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
625-06-5680|180019362631345|Lauren|Coleman|F|182 Raymond Crossroad Apt. 938|Newark|NJ|07106|40.7415|-74.233|277237|Lighting technician, broadcasting/film/video|1979-09-29|146732054228|adults_2550_female_urban.json
631-28-1993|2262311547970491|Nicholas|Mcdaniel|M|20605 Brandi Well|Wichita|KS|67206|37.7038|-97.2253|409656|Insurance claims handler|1970-03-27|829978794495|adults_50up_male_urban.json
527-36-5683|4299387884310742|Kenneth|Miller|M|4273 Natalie Prairie Apt. 018|London|KY|40741|37.1549|-84.0961|40438|Surveyor, mining|1973-01-26|536346453363|adults_50up_male_urban.json
797-54-9806|3529240116280163|Joshua|Johnson|M|28197 Garrett Row Apt. 772|Eagle River|WI|54521|45.9161|-89.2531|7509|Buyer, retail|1968-07-20|613451952015|adults_50up_male_urban.json
019-56-6869|345655340026710|Jason|Gibson|M|5399 Green Fords Apt. 611|Saint Charles|MO|63301|38.8014|-90.5065|134684|Solicitor, Scotland|1979-11-01|650288802012|adults_2550_male_urban.json
286-92-2821|4859293004492299|Derek|Salinas|M|1661 Amanda Mountain Apt. 010|Tazewell|VA|24651|37.1078|-81.51|6314|Teacher, secondary school|1983-03-09|65098278568|adults_2550_male_urban.json
817-61-3784|36655719557299|Amanda|Baker|F|651 Cruz Parks|Brooklyn|NY|11207|40.6705|-73.894|2504700|Event organiser|1964-09-23|526772038987|adults_50up_female_urban.json
497-22-5645|3563593121510090|Linda|Munoz|F|982 Mills Meadows|Wilmington|NC|28401|34.2726|-77.9633|186140|Chief Marketing Officer|1996-10-16|752555614036|adults_2550_female_urban.json
001-25-5347|213177109120450|Sarah|Carpenter|F|596 Aimee Hollow Suite 354|Pflugerville|TX|78660|30.4421|-97.6299|68789|Nurse, adult|1940-02-15|679092279178|adults_50up_female_urban.json
178-25-0775|567363757087|Benjamin|Brown|M|778 Jason Meadow|New York City|NY|10019|40.7651|-73.9858|1577385|Secretary/administrator|1991-08-23|451766460214|adults_2550_male_urban.json
710-92-4962|6555753100266899|Michele|Collins|F|5714 Gregory Landing|Bowie|MD|20721|38.9194|-76.7871|95216|Maintenance engineer|2000-08-17|679169313101|young_adults_female_urban.json
416-45-3322|3594474015866844|Tammy|Velasquez|F|54528 Mary Stream Apt. 402|Columbia|MS|39429|31.2559|-89.7998|17657|Emergency planning/management officer|1974-06-29|809693456653|adults_50up_female_urban.json
739-10-2235|4397150102394141|Matthew|Chambers|M|94017 Petersen Green|Norcross|GA|30092|33.9677|-84.2438|108060|Youth worker|1977-11-19|999155562197|adults_2550_male_urban.json
180-66-3320|4951109670249119|Nicole|Lane|F|7877 Thomas Mountains|Hackensack|NJ|07601|40.8882|-74.0503|43010|Government social research officer|1946-06-28|482708224913|adults_50up_female_urban.json
003-89-7567|4782192790068465|Donna|Patel|F|5763 Palmer Stream|Reston|VA|20191|38.9318|-77.3527|59822|Psychiatric nurse|1988-06-22|103907659096|adults_2550_female_urban.json
892-28-5994|4586745644313281569|Angela|Fisher|F|32904 Smith Path|Mc Kinney|TX|75071|33.2141|-96.7533|144932|Horticulturist, commercial|1988-03-23|748982900534|adults_2550_female_urban.json
453-39-0550|30248018799972|Brian|Randolph|M|481 Fitzpatrick Estate|Hutto|TX|78634|30.5257|-97.5672|22791|Recruitment consultant|1966-07-17|766444056950|adults_50up_male_urban.json
368-95-2657|30507361320409|Robert|Combs|M|23628 Dawn Station|Flat Rock|MI|48134|42.1055|-83.2795|21408|Television camera operator|1994-09-13|901112317283|adults_2550_male_urban.json
638-11-1711|2230736619671974|Leslie|Ali|F|162 James Court Suite 168|Branson|MO|65616|36.669|-93.2481|24284|Early years teacher|1980-08-21|727597506491|adults_2550_female_urban.json
595-64-0673|675932127128|Angela|Gomez|F|096 Stephen Coves Suite 734|Fort White|FL|32038|29.9207|-82.6879|9228|Tax inspector|1949-08-01|165876083785|adults_50up_female_urban.json
266-19-7067|36178405485121|Alan|Rodriguez|M|737 Daniel Grove Suite 715|Bend|OR|97701|44.0928|-121.2936|105390|Secondary school teacher|2005-02-17|943381397821|young_adults_male_urban.json
764-17-8072|213125983399195|Katherine|Ramsey|F|8642 Leslie Common|Westminster|CA|92683|33.7524|-117.9939|89747|Contracting civil engineer|1958-06-26|887800109238|adults_50up_female_urban.json
008-76-1086|3582775653998374|Jeffrey|Sims|M|26426 Wise Mills Apt. 014|Ashburn|VA|20148|39.0142|-77.5285|82396|Contracting civil engineer|1947-12-19|222565610318|adults_50up_male_urban.json
141-63-4387|4071627664789|Michelle|Terry|F|56413 Jeanette Locks Suite 602|San Pedro|CA|90731|33.7339|-118.2914|80777|Video editor|1986-09-04|947906746788|adults_2550_female_urban.json
631-39-5465|2235609901480682|Andrea|Henson|F|503 Monroe Springs Apt. 623|Upperco|MD|21155|39.5676|-76.7972|2371|Public relations officer|1951-08-24|22859425489|adults_50up_female_rural.json
756-81-4816|4260278462409|James|Watts|M|5945 Abbott Center|Stow|OH|44224|41.1748|-81.438|38742|Cytogeneticist|1969-07-20|825551337965|adults_50up_male_urban.json
654-09-0706|3564006741586795|Evan|Anderson|M|874 Leslie Walk|Paola|KS|66071|38.572|-94.8937|12360|Merchant navy officer|2001-06-18|987794866131|young_adults_male_urban.json
340-63-6796|4963921481964240439|James|Carter|M|91600 Jeanette Drive Suite 567|Marietta|SC|29661|35.0296|-82.5136|5648|Therapist, occupational|1970-06-06|174455799181|adults_50up_male_urban.json
138-39-3758|4781480896586146921|Mary|Rasmussen|F|193 Medina Terrace|Bridgeport|CT|06606|41.2091|-73.2086|144195|Medical laboratory scientific officer|2002-09-16|302704604541|young_adults_female_urban.json
175-23-8328|36704447186946|Matthew|Perez|M|0808 Taylor Street|Ewing|KY|41039|38.4157|-83.8733|2502|Scientist, research (life sciences)|1993-02-25|883731765246|adults_2550_male_urban.json
326-94-5368|4142709319121254|Rachel|Aguilar|F|53241 Michelle Mall Suite 206|Wilmer|TX|75172|32.5981|-96.6838|3956|Surveyor, planning and development|1965-03-20|360318149699|adults_50up_female_urban.json
801-98-0712|3528854111120157|Amanda|Harrington|F|5427 Lambert Course|Cheshire|CT|06410|41.5055|-72.9081|29161|Government social research officer|2002-12-30|979530079314|young_adults_female_urban.json
367-18-8544|180064688090495|Melissa|Moore|F|1854 Hill Court|Rohnert Park|CA|94928|38.347|-122.6941|43170|Engineer, drilling|1976-04-27|161002256538|adults_2550_female_urban.json
573-14-1729|4314488636680290|Evan|Adams|M|975 Melissa Key Suite 005|Troy|AL|36081|31.7945|-85.9655|26273|Paediatric nurse|1941-10-13|576124819355|adults_50up_male_urban.json
291-25-2393|3581160962939560|Brandon|Reyes|M|00374 David Drive Apt. 969|Picayune|MS|39466|30.5418|-89.691|27738|Science writer|1974-11-03|424250795041|adults_50up_male_urban.json
711-92-8129|30571555623945|Kathleen|Parker|F|914 Bryant Underpass Suite 909|Kansas City|MO|64133|39.0323|-94.47|545147|Legal secretary|1974-12-04|661940786390|adults_50up_female_urban.json
863-04-9609|345603266251037|Anne|Farrell|F|703 Aaron Estates|Post Falls|ID|83854|47.7205|-116.9353|37245|Health and safety adviser|1998-07-10|530043143231|adults_2550_female_urban.json
429-86-6881|180006410809106|John|Moore|M|2248 Bell Junctions Suite 034|Concord|NC|28027|35.4141|-80.6162|104595|Engineer, electrical|1988-08-01|313482161137|adults_2550_male_urban.json
095-57-1257|4035705833494375|Duane|Brooks|M|68539 William Stravenue Apt. 693|San Francisco|CA|94112|37.7195|-122.4411|805301|Food technologist|1964-03-21|742954838638|adults_50up_male_urban.json
066-47-2244|374165064330540|Amy|Ramsey|F|1482 Bond Point Apt. 725|Sioux Falls|SD|57103|43.5374|-96.6864|161141|Optometrist|1936-01-15|927656260070|adults_50up_female_urban.json
640-32-0605|676222411776|Bailey|Bell|F|7317 Bautista Turnpike|Lake Villa|IL|60046|42.3813|-87.9991|35111|Brewing technologist|1958-04-14|374109662745|adults_50up_female_urban.json
785-89-9508|4693609970739951|Helen|Hall|F|98688 Lee Ranch|Missouri City|TX|77489|29.5962|-95.5115|91828|Hotel manager|1963-05-16|155050076047|adults_50up_female_urban.json
688-61-5829|6545377096422564|Daniel|Rowe|M|0312 Kimberly Common|Mobile|AL|36608|30.6817|-88.2945|270712|Hydrologist|1975-09-28|142871228954|adults_2550_male_urban.json
555-11-5107|370327415464220|Helen|Carroll|F|1920 Turner Common|Murrieta|CA|92563|33.569|-117.1783|115971|Claims inspector/assessor|1961-10-26|739995357371|adults_50up_female_urban.json
168-78-7978|213128453812911|Susan|Hamilton|F|0098 Jessica Plains|Pacific Palisades|CA|90272|34.0787|-118.5422|22986|Production assistant, radio|1936-03-17|68899436334|adults_50up_female_urban.json
078-48-1423|180074400054315|Valerie|Lambert|F|64923 Scott Hills|Shawnee Mission|KS|66220|38.9613|-94.8222|370212|Insurance account manager|1966-12-27|754962364434|adults_50up_female_urban.json
368-05-3634|213147649952324|Sarah|Gonzalez|F|4226 Brown Heights Suite 351|Oklahoma City|OK|73108|35.4445|-97.5619|640470|Historic buildings inspector/conservation officer|1968-02-23|795799697843|adults_50up_female_urban.json
138-50-0655|373855588599189|Kylie|Gentry|F|7744 Floyd Point|North Hollywood|CA|91605|34.2057|-118.4001|155954|Lecturer, higher education|1999-02-28|774002829695|adults_2550_female_urban.json
792-14-2027|2240832121617627|Heather|Davis|F|10298 Jeffery Court Apt. 652|Columbus|OH|43224|40.0425|-82.9689|783285|Restaurant manager, fast food|1965-06-30|410179023|adults_50up_female_urban.json
456-37-8954|180010548404384|Shawn|Brown|M|6581 Charles Road Apt. 622|Grygla|MN|56727|48.3071|-95.6398|769|Financial controller|1958-04-23|265302684166|adults_50up_male_rural.json
216-50-4523|6549465920548880|Jack|Mcdonald|M|57916 Donna River|Dallas|TX|75243|32.9103|-96.7285|1263321|Barista|1970-11-08|532012529843|adults_50up_male_urban.json
170-54-9929|4232099662725070|Adam|Taylor|M|84075 David Neck|Granton|WI|54436|44.5606|-90.4484|2203|Conference centre manager|1972-12-09|342219905544|adults_50up_male_rural.json
607-79-3668|2585878734053869|Susan|Branch|F|7037 Scott Viaduct Suite 728|Nampa|ID|83687|43.5937|-116.536|104532|Archaeologist|1963-01-26|447548034314|adults_50up_female_urban.json
126-91-9422|3565012357822390|Dillon|Mosley|M|83406 Nicholas Road Suite 364|Berkeley|CA|94710|37.8696|-122.2959|118592|Insurance broker|1988-04-22|296667309357|adults_2550_male_urban.json
486-63-7212|4599418836808983|Tammy|Warren|F|320 George Haven|Gallipolis|OH|45631|38.8148|-82.229|15048|Horticulturist, commercial|1987-09-27|578637706679|adults_2550_female_urban.json
067-61-5822|345391255250034|Amber|Johnston|F|76027 Brown Flat Apt. 215|Addison|TX|75001|32.96|-96.8385|12414|Restaurant manager, fast food|1997-07-09|230953751751|adults_2550_female_urban.json
214-06-3230|3585867436048986|Kelly|Allen|F|817 Smith Walk|Fallbrook|CA|92028|33.369|-117.229|46239|Archaeologist|1969-01-18|651493501587|adults_50up_female_urban.json
476-09-8756|213169513191425|Karl|West|M|74686 Amanda Lane|Kaneohe|HI|96744|21.4228|-157.8115|54247|Housing manager/officer|1958-06-26|920793013467|adults_50up_male_urban.json
764-59-8987|3527794917655892|Kristen|Anderson|F|2704 Justin Row|Soquel|CA|95073|37.0048|-121.9507|10154|Commissioning editor|1987-12-14|883738438648|adults_2550_female_urban.json
868-17-3893|4831672900374|Charles|Wilkins|M|709 Wilson Ridge Suite 130|Sicklerville|NJ|08081|39.7354|-74.9864|50589|Records manager|1987-04-05|357760001151|adults_2550_male_urban.json
614-05-0132|4920570839220|Jason|Salinas|M|07837 Mary Lodge|Stockton|CA|95206|37.9177|-121.3123|357430|Gaffer|1990-05-12|799497706634|adults_2550_male_urban.json
799-94-6599|5557981233160305|Joshua|Salazar|M|563 Traci Highway|Culver|OR|97734|44.4818|-121.2344|2786|Advertising copywriter|1937-06-19|188372276108|adults_50up_male_urban.json
359-27-0818|213140276177810|Caroline|Vazquez|F|23454 Doris Trace|Morris|AL|35116|33.7392|-86.7726|4240|Engineer, land|1966-07-15|724429171600|adults_50up_female_urban.json
489-88-8182|213162142765651|Jessica|Smith|F|14163 Brown Dam Apt. 421|West Palm Beach|FL|33401|26.7165|-80.0679|459921|Advice worker|1959-03-05|714584853372|adults_50up_female_urban.json
873-34-1135|060464558208|Alexander|Armstrong|M|244 Martinez Court|Bradenton|FL|34203|27.4547|-82.5359|216518|Therapist, occupational|1969-01-25|894672873443|adults_50up_male_urban.json
254-60-0041|3538798323236772|Ryan|Harper|M|42517 David Valleys Suite 881|Saint Albans|VT|05478|44.8111|-73.089|14449|Designer, graphic|1940-05-23|408540526103|adults_50up_male_urban.json
779-45-2208|4087130161880411216|Mary|Cruz|F|061 Jasmine Dam|Zion|IL|60099|42.4442|-87.8389|31104|Teacher, music|1979-07-16|517070599571|adults_2550_female_urban.json
429-91-9736|38803493163938|Melissa|Torres|F|5749 Amber Mill|Lansing|MI|48910|42.7008|-84.549|162150|Hydrographic surveyor|1966-10-27|979194716727|adults_50up_female_urban.json
503-57-1757|376489643224695|Jasmine|Rodriguez|F|8996 Brenda Flat|Saint Louis|MO|63136|38.7196|-90.27|927396|Designer, jewellery|1966-06-07|220709550134|adults_50up_female_urban.json
054-77-2453|6011048240152176|Pamela|Fernandez|F|89733 Justin Neck|Houston|TX|77064|29.919|-95.5569|2906700|Chief Technology Officer|1968-05-31|723024590300|adults_50up_female_urban.json
571-75-9950|3573903169728181|Patricia|Hicks|F|73431 Rhonda Turnpike Suite 734|Fort Lauderdale|FL|33351|26.1793|-80.2746|711693|Nurse, mental health|1960-02-21|833030059329|adults_50up_female_urban.json
529-91-7133|3558970154227098|Toni|Bowen|F|7720 Jennifer Square Apt. 688|Saint Petersburg|FL|33702|27.8427|-82.6448|341043|Therapist, occupational|1965-11-17|605814555001|adults_50up_female_urban.json
280-29-5136|3582018776712947|Thomas|Whitney|M|53091 Jacqueline Stream|Canton|OH|44714|40.8272|-81.361|192805|Banker|2003-09-11|488788455875|young_adults_male_urban.json
395-52-2927|630427244706|Samantha|Perkins|F|4507 Ryan Fort Apt. 526|Miami|FL|33178|25.8141|-80.3549|1737737|Loss adjuster, chartered|1987-12-05|887659206137|adults_2550_female_urban.json
709-81-7277|376811200565550|Taylor|Williams|F|74393 Moore Shore Suite 075|Tupelo|MS|38801|34.2538|-88.7209|47156|Trading standards officer|1962-04-17|235010799085|adults_50up_female_urban.json
635-84-2886|4384482328901710638|Katelyn|Bentley|F|689 Amy Prairie|Grand Prairie|TX|75052|32.6605|-97.0311|174375|Lobbyist|1982-10-17|286771555628|adults_2550_female_urban.json
643-43-8179|3528403840588704|Darlene|Austin|F|318 Robinson Fort|Piedmont|MO|63957|37.1573|-90.699|5440|Engineer, agricultural|1990-11-13|113072150666|adults_2550_female_urban.json
337-07-6788|4344059389833339|Jill|Boyd|F|358 Mark Plaza|Silsbee|TX|77656|30.3244|-94.1907|17110|Designer, television/film set|1954-06-16|694120538990|adults_50up_female_urban.json
600-68-9868|3598148805951554|Jennifer|Hill|F|27300 Allen Hill Suite 048|Brookhaven|MS|39601|31.5858|-90.452|23536|Quality manager|1932-03-13|322379799865|adults_50up_female_urban.json
544-81-0735|4929447633779938047|Richard|Mueller|M|03760 Vargas Radial|Marathon|WI|54448|44.9657|-89.8299|4249|Chief Technology Officer|1975-04-14|544332834713|adults_50up_male_urban.json
480-03-5436|38310802713627|Samantha|White|F|7841 John Crossroad Apt. 113|Joliet|IL|60432|41.5378|-88.0572|128354|Runner, broadcasting/film/video|1955-03-02|470333946737|adults_50up_female_urban.json
764-09-9092|6507094195724164|Justin|Harmon|M|3698 Connie Keys Apt. 405|Gardner|MA|01440|42.574|-71.9898|20347|Environmental education officer|1957-09-18|546723147753|adults_50up_male_urban.json
584-24-3476|676381079935|Debra|Sullivan|F|90726 Greer Walk|Flat Rock|MI|48134|42.1055|-83.2795|21408|IT trainer|1979-06-18|274214723217|adults_2550_female_urban.json
630-49-2160|347802715227378|Savannah|Haynes|F|3861 Rodriguez Points|Marion|KY|42064|37.3254|-88.1005|8421|Biomedical scientist|1941-09-01|829756975809|adults_50up_female_urban.json
855-25-5558|213178105245036|Erik|Case|M|4211 Nicole Run|Santa Ana|CA|92703|33.7489|-117.9072|348131|Lexicographer|1995-02-03|680638246119|adults_2550_male_urban.json
094-40-4290|4057997984315227914|Ashley|Gregory|F|5506 Hines Freeway Apt. 200|Grenada|MS|38901|33.7751|-89.8087|18403|Pharmacologist|1956-03-14|822646580117|adults_50up_female_urban.json
356-84-2666|4042042247047|Brooke|Hurley|F|501 Richard Dam Suite 508|Allen|TX|75002|33.0934|-96.6454|93487|Warden/ranger|1960-05-01|155636926206|adults_50up_female_urban.json
867-03-8649|375219326944645|Colleen|Smith|F|209 Graham Junctions|Chandler|AZ|85226|33.3092|-111.9198|255641|Scientist, product/process development|1963-06-01|692409080494|adults_50up_female_urban.json
117-83-7704|180020892799792|Cheryl|Hawkins|F|480 Baker Locks|Cottonwood|AZ|86326|34.7055|-112.0091|23344|Retail buyer|1962-02-24|11272574078|adults_50up_female_urban.json
361-08-1562|38547503168151|Judith|Simmons|F|096 Darrell Burg Apt. 390|Plainfield|NJ|07063|40.6048|-74.4427|71485|Senior tax professional/tax inspector|1994-01-16|769323188954|adults_2550_female_urban.json
747-08-5033|36595440888854|Stephen|Gonzalez|M|19304 Angela Brook Suite 829|West Des Moines|IA|50266|41.5695|-93.7994|55278|Orthoptist|1981-03-10|781757634647|adults_2550_male_urban.json
430-21-0914|180038432215632|Rachel|Phillips|F|768 Courtney Crossroad|Williamsport|PA|17701|41.2667|-76.9583|55382|Financial planner|1966-02-20|105256796406|adults_50up_female_urban.json
289-61-5032|4995575538357|Amanda|Kent|F|39074 Wright Ports Suite 920|Metuchen|NJ|08840|40.5449|-74.3517|16558|Electronics engineer|2002-09-29|828472860247|young_adults_female_urban.json
191-16-2368|4032288897027|Zachary|Mclaughlin|M|52061 Karen Pine|Mission|TX|78572|26.2644|-98.3909|167182|Holiday representative|1958-10-05|962541874135|adults_50up_male_urban.json
823-50-9558|4775323863773645|Charles|Ramos|M|722 Lisa Grove Apt. 691|Coatesville|PA|19320|39.9843|-75.8253|52342|Print production planner|1993-08-13|815897242609|adults_2550_male_urban.json
853-24-3473|213186919180984|Brian|Wells|M|2753 Dalton Burg Suite 102|Ballinger|TX|76821|31.7468|-99.9589|4869|Engineer, control and instrumentation|1999-07-08|928654456716|adults_2550_male_urban.json
164-72-6197|4169277038931364900|Renee|Reynolds|F|1688 Hernandez Run Apt. 190|Bellaire|TX|77401|29.7023|-95.4611|17491|Call centre manager|1982-11-09|593063304726|adults_2550_female_urban.json
362-35-0185|374487038171747|Karen|Burke|F|9232 Harris Orchard|Dover|DE|19901|39.1564|-75.4955|69187|Fish farm manager|1972-11-21|160617145554|adults_50up_female_urban.json
710-43-7286|6011072669318589|Patricia|Thompson|F|625 Carolyn Loaf|Warren|MI|48093|42.5149|-82.9968|134056|Engineer, production|1990-01-25|290258141905|adults_2550_female_urban.json
551-63-4620|4434909342692639|Shawn|Parker|M|304 Rebecca Vista Suite 458|Grand Rapids|MI|49508|42.8894|-85.6219|375580|Tree surgeon|1968-01-04|10264369182|adults_50up_male_urban.json
231-82-7430|30286756680731|Eric|Horton|M|07178 Ricky Knoll Suite 026|Valley Stream|NY|11580|40.6742|-73.7057|60957|Immunologist|1974-10-15|148074671351|adults_50up_male_urban.json
